job,day,month,duration,campaign,pdays,previous,Outcome
services,17,nov,150,1,-1,0,no
housemaid,27,apr,605,1,187,1,no
management,18,nov,164,1,110,2,no
services,19,nov,36,1,-1,0,no
blue-collar,27,may,290,2,-1,0,no
self-employed,29,jul,104,2,-1,0,no
admin.,12,may,413,1,-1,0,no
services,12,aug,153,1,-1,0,no
blue-collar,15,may,237,2,-1,0,no
technician,25,jul,743,13,-1,0,yes
technician,28,aug,82,4,-1,0,no
unemployed,15,jul,924,4,-1,0,no
services,17,jun,117,3,-1,0,no
management,5,feb,550,4,-1,0,yes
services,24,aug,5,1,-1,0,no
admin.,13,may,181,5,-1,0,no
management,17,nov,325,2,-1,0,no
admin.,27,may,345,1,-1,0,no
retired,6,aug,331,2,-1,0,no
blue-collar,7,jul,112,1,-1,0,no
technician,30,may,115,6,-1,0,no
blue-collar,20,aug,381,3,-1,0,no
management,7,aug,119,1,99,3,no
services,28,may,25,1,-1,0,no
student,28,jan,929,1,-1,0,no
management,14,may,429,1,-1,0,no
management,20,apr,491,1,326,1,no
technician,18,jul,146,1,-1,0,no
management,21,aug,191,2,-1,0,no
technician,8,aug,406,3,-1,0,no
technician,9,dec,220,2,-1,0,no
admin.,30,jul,253,5,-1,0,no
services,30,jul,340,2,-1,0,no
housemaid,30,oct,154,1,-1,0,yes
technician,11,aug,121,4,-1,0,no
retired,27,aug,104,5,-1,0,no
blue-collar,5,feb,127,2,258,4,no
retired,29,jan,144,1,102,1,yes
admin.,19,nov,149,2,-1,0,no
technician,4,feb,261,1,184,6,yes
admin.,29,sep,87,1,120,1,no
management,21,aug,719,5,-1,0,no
blue-collar,27,may,292,7,-1,0,no
management,2,jun,145,1,-1,0,no
admin.,30,mar,52,3,-1,0,no
admin.,17,apr,146,1,281,1,no
blue-collar,6,may,451,1,169,2,yes
blue-collar,9,may,167,4,-1,0,no
blue-collar,19,aug,98,4,-1,0,no
blue-collar,29,may,238,2,-1,0,no
technician,27,aug,85,7,-1,0,no
management,30,jan,323,4,-1,0,no
blue-collar,17,jun,116,1,-1,0,no
retired,7,may,304,3,-1,0,no
management,10,dec,267,1,-1,0,no
services,23,may,201,2,-1,0,no
services,11,may,105,1,336,2,no
services,23,may,193,2,-1,0,no
unemployed,30,jan,113,1,-1,0,no
services,29,may,151,2,-1,0,no
technician,20,aug,200,2,-1,0,no
blue-collar,16,may,145,1,-1,0,no
technician,21,may,214,4,-1,0,yes
admin.,9,jul,36,6,-1,0,no
technician,18,nov,58,2,-1,0,no
blue-collar,6,may,174,2,-1,0,no
management,30,apr,587,1,-1,0,yes
student,25,may,112,1,-1,0,no
admin.,14,jul,175,2,-1,0,no
self-employed,17,jun,279,1,-1,0,no
management,16,nov,270,1,-1,0,yes
blue-collar,6,may,116,2,169,3,no
entrepreneur,27,may,129,2,-1,0,no
technician,13,may,38,2,369,4,no
admin.,28,may,138,1,-1,0,no
student,19,aug,338,1,-1,0,yes
services,26,jun,565,3,-1,0,no
technician,13,aug,77,8,-1,0,no
management,19,nov,314,2,124,1,no
housemaid,20,jun,179,2,-1,0,no
services,7,may,294,1,-1,0,no
services,5,may,298,1,-1,0,no
blue-collar,14,apr,427,2,-1,0,no
blue-collar,12,may,87,4,357,4,no
retired,9,sep,397,1,-1,0,yes
management,9,sep,344,1,295,1,yes
blue-collar,23,jul,74,5,-1,0,no
blue-collar,30,may,148,4,-1,0,no
management,6,jun,161,3,-1,0,no
blue-collar,19,jun,110,1,-1,0,no
blue-collar,10,aug,1529,1,397,1,no
technician,12,aug,236,1,104,1,no
management,8,aug,89,2,-1,0,no
blue-collar,17,apr,390,1,316,1,no
admin.,5,may,1467,1,-1,0,yes
admin.,15,may,646,3,-1,0,yes
management,10,jul,183,1,-1,0,no
technician,11,may,168,2,-1,0,no
blue-collar,23,may,66,1,-1,0,no
entrepreneur,21,nov,160,3,120,3,no
management,15,may,14,2,-1,0,no
technician,6,jun,220,4,-1,0,no
retired,19,jun,1007,1,-1,0,yes
blue-collar,30,jul,149,13,-1,0,no
technician,8,may,665,1,-1,0,no
retired,15,jul,174,3,-1,0,no
admin.,23,jul,105,1,-1,0,no
technician,13,aug,990,1,-1,0,yes
management,19,nov,582,1,-1,0,no
services,12,may,136,1,-1,0,no
entrepreneur,10,aug,223,1,414,4,yes
entrepreneur,8,aug,205,2,-1,0,no
blue-collar,14,may,214,1,349,1,no
management,11,may,217,6,-1,0,no
housemaid,9,nov,171,2,96,5,no
blue-collar,13,may,50,1,-1,0,no
management,5,jun,65,3,-1,0,no
technician,5,may,55,1,-1,0,no
self-employed,20,jun,256,3,-1,0,no
technician,21,may,151,1,-1,0,no
management,18,jul,226,1,-1,0,no
management,23,jul,97,5,-1,0,no
admin.,22,jul,92,1,-1,0,no
management,16,may,343,1,-1,0,no
services,14,may,493,5,-1,0,no
management,20,aug,216,3,-1,0,no
admin.,27,may,224,7,105,1,no
admin.,22,dec,190,1,188,9,yes
self-employed,8,jun,458,6,-1,0,yes
blue-collar,20,apr,222,1,154,1,no
management,8,may,612,1,344,1,no
blue-collar,17,apr,137,1,-1,0,no
technician,7,may,104,2,-1,0,no
services,25,aug,206,4,-1,0,no
services,30,jul,172,28,-1,0,no
technician,3,mar,152,2,-1,0,yes
technician,19,nov,114,1,-1,0,no
management,11,jul,89,1,-1,0,no
technician,2,jun,158,1,-1,0,no
blue-collar,14,jul,326,11,-1,0,no
self-employed,26,jun,215,3,-1,0,no
technician,13,may,53,1,-1,0,no
services,21,jul,71,11,-1,0,no
blue-collar,8,may,487,2,367,2,no
blue-collar,12,may,340,2,175,1,no
blue-collar,14,oct,183,1,91,11,no
management,17,nov,131,2,-1,0,no
management,29,jan,208,1,247,2,no
management,18,jun,311,5,-1,0,no
management,10,nov,147,1,96,8,yes
admin.,23,may,83,1,-1,0,no
blue-collar,17,jun,775,3,-1,0,yes
blue-collar,28,aug,25,18,-1,0,no
management,23,jul,497,5,-1,0,no
technician,2,jun,180,1,-1,0,no
technician,13,may,698,2,292,1,yes
services,4,jul,134,1,-1,0,no
unemployed,21,nov,223,2,186,3,no
retired,28,jan,399,3,-1,0,yes
technician,13,may,420,1,-1,0,no
services,15,may,233,3,-1,0,no
retired,12,nov,702,1,-1,0,no
admin.,9,nov,161,1,209,2,yes
admin.,18,may,110,1,315,2,no
housemaid,8,aug,27,6,-1,0,no
blue-collar,12,may,58,2,334,1,no
entrepreneur,20,nov,68,1,-1,0,no
technician,8,aug,92,2,-1,0,no
blue-collar,15,may,45,1,-1,0,no
management,29,jan,79,1,-1,0,no
services,20,apr,11,5,319,2,no
student,15,may,520,1,-1,0,no
technician,17,jul,86,1,-1,0,no
management,28,aug,16,16,-1,0,no
housemaid,14,aug,154,2,-1,0,no
blue-collar,14,may,91,1,-1,0,no
services,29,jan,389,2,-1,0,no
services,21,jul,71,15,-1,0,no
services,4,jun,111,3,-1,0,no
technician,20,may,68,2,-1,0,no
technician,19,nov,75,2,177,5,no
housemaid,8,jul,212,1,-1,0,no
admin.,22,apr,91,2,275,1,no
retired,19,aug,79,2,-1,0,no
entrepreneur,29,jul,646,2,-1,0,no
blue-collar,11,may,206,1,-1,0,no
management,26,aug,257,1,474,3,yes
services,13,aug,81,2,-1,0,no
blue-collar,20,apr,470,1,150,5,no
management,9,may,133,2,-1,0,no
self-employed,6,jun,230,2,-1,0,no
blue-collar,19,nov,76,6,-1,0,no
technician,6,jun,26,1,-1,0,no
technician,6,feb,154,2,197,6,no
management,30,jul,94,4,-1,0,no
retired,6,aug,254,2,-1,0,yes
entrepreneur,9,jul,1156,1,-1,0,no
blue-collar,31,jul,248,5,-1,0,no
blue-collar,20,nov,884,3,-1,0,no
entrepreneur,18,nov,275,2,-1,0,no
blue-collar,28,jul,200,2,-1,0,no
technician,26,may,228,1,-1,0,no
services,30,apr,475,2,-1,0,yes
technician,14,jul,393,5,-1,0,no
blue-collar,8,aug,156,4,-1,0,no
unemployed,9,feb,244,3,-1,0,no
blue-collar,13,may,118,1,-1,0,no
self-employed,22,aug,40,2,-1,0,no
blue-collar,23,may,700,3,-1,0,no
management,2,feb,97,3,-1,0,no
technician,15,jul,252,1,184,3,yes
blue-collar,14,aug,360,4,-1,0,no
management,17,nov,235,1,-1,0,no
blue-collar,7,may,1521,1,-1,0,no
management,6,may,105,4,366,2,no
entrepreneur,29,jan,86,1,-1,0,no
retired,3,apr,484,1,135,3,no
services,19,nov,117,1,-1,0,no
technician,9,jun,119,1,-1,0,no
services,7,may,359,1,-1,0,no
blue-collar,30,jul,109,8,-1,0,no
technician,18,jun,236,1,-1,0,no
retired,28,jan,203,3,93,1,no
blue-collar,20,jun,202,2,-1,0,no
retired,3,jul,42,1,-1,0,no
admin.,5,may,21,1,-1,0,no
admin.,18,may,186,1,-1,0,no
services,13,may,172,1,-1,0,no
services,22,jul,527,1,-1,0,no
services,23,jul,175,1,-1,0,no
blue-collar,20,jun,21,18,-1,0,no
management,14,aug,370,4,-1,0,no
technician,29,may,54,2,-1,0,no
management,27,aug,63,3,-1,0,no
management,27,may,116,3,-1,0,no
admin.,27,may,151,1,-1,0,no
services,16,apr,300,1,-1,0,no
self-employed,18,nov,48,1,181,3,no
self-employed,9,jun,217,1,-1,0,no
blue-collar,18,may,727,2,-1,0,yes
services,3,jun,193,1,-1,0,no
technician,29,jan,72,1,261,1,no
technician,9,may,165,1,-1,0,no
management,27,aug,345,10,-1,0,no
blue-collar,27,may,206,2,-1,0,no
services,8,aug,994,2,-1,0,yes
management,15,may,127,2,-1,0,no
admin.,2,jun,29,32,-1,0,no
blue-collar,9,jun,70,3,-1,0,no
technician,19,aug,40,2,-1,0,no
blue-collar,30,jul,185,4,-1,0,no
blue-collar,7,jul,64,2,-1,0,no
unemployed,19,jun,97,1,-1,0,no
housemaid,27,aug,316,5,-1,0,no
self-employed,2,feb,125,1,249,2,no
blue-collar,21,may,233,1,-1,0,no
self-employed,20,nov,14,7,112,4,no
management,26,feb,245,1,-1,0,yes
blue-collar,7,may,109,1,-1,0,no
blue-collar,11,may,429,2,-1,0,no
management,26,aug,133,11,-1,0,no
technician,8,aug,70,2,-1,0,no
retired,13,may,118,1,-1,0,no
admin.,4,feb,1579,1,246,4,yes
blue-collar,7,may,29,1,-1,0,no
blue-collar,23,may,173,1,-1,0,no
management,28,aug,13,14,-1,0,no
technician,17,apr,183,1,338,2,no
housemaid,18,nov,175,2,-1,0,no
unemployed,9,jun,123,1,-1,0,no
admin.,18,nov,288,1,137,1,no
services,6,jun,19,18,-1,0,no
technician,13,aug,136,4,-1,0,no
entrepreneur,13,may,437,2,-1,0,no
housemaid,10,aug,1225,2,-1,0,no
blue-collar,21,may,526,8,-1,0,no
management,7,aug,91,2,-1,0,no
technician,8,may,123,3,-1,0,no
admin.,6,may,62,1,-1,0,no
blue-collar,11,feb,865,2,190,1,no
admin.,4,feb,82,3,-1,0,no
admin.,20,nov,219,7,133,1,no
management,22,sep,569,1,-1,0,yes
technician,18,aug,460,2,-1,0,yes
admin.,5,feb,238,3,-1,0,no
technician,22,aug,346,5,-1,0,no
technician,19,nov,161,2,-1,0,no
management,28,aug,51,9,-1,0,no
blue-collar,20,apr,37,1,-1,0,no
entrepreneur,7,may,141,8,297,2,no
admin.,30,apr,173,2,-1,0,no
services,28,may,66,2,-1,0,no
blue-collar,6,may,209,1,-1,0,no
blue-collar,30,jul,1011,20,-1,0,no
management,8,may,147,2,298,3,no
technician,25,aug,88,4,-1,0,no
blue-collar,12,may,52,1,-1,0,no
admin.,17,jun,544,3,-1,0,no
admin.,12,may,360,1,181,5,yes
management,11,aug,95,2,-1,0,no
admin.,25,jul,322,1,-1,0,no
technician,20,jun,106,3,-1,0,no
services,9,may,20,1,-1,0,no
blue-collar,14,may,178,7,365,5,no
blue-collar,12,may,325,4,-1,0,no
services,19,may,343,2,-1,0,no
management,25,may,213,4,-1,0,yes
admin.,19,nov,193,3,-1,0,no
management,18,jul,168,7,-1,0,no
retired,25,jan,423,1,-1,0,yes
admin.,6,may,218,1,-1,0,no
blue-collar,20,jun,158,1,-1,0,no
services,17,apr,433,1,-1,0,no
blue-collar,20,jun,252,3,-1,0,no
technician,1,jun,175,1,-1,0,no
retired,12,aug,192,1,-1,0,no
management,8,jul,158,1,-1,0,no
services,20,nov,114,2,-1,0,no
self-employed,5,may,246,1,-1,0,no
student,30,apr,44,1,-1,0,no
management,14,aug,136,2,-1,0,no
housemaid,24,jul,247,2,-1,0,no
student,28,may,227,1,-1,0,no
retired,12,aug,219,4,-1,0,no
retired,18,jan,326,2,272,2,yes
blue-collar,20,may,226,2,-1,0,no
services,18,jul,351,2,-1,0,no
retired,27,nov,341,4,94,3,no
housemaid,22,jul,124,1,-1,0,no
management,7,aug,123,3,-1,0,no
blue-collar,28,may,244,6,-1,0,no
services,27,aug,151,8,-1,0,no
management,7,apr,736,7,-1,0,no
technician,16,jul,109,1,-1,0,no
technician,11,jul,117,2,-1,0,no
admin.,8,jul,77,2,-1,0,no
blue-collar,6,jun,42,1,-1,0,no
technician,6,feb,252,3,-1,0,no
blue-collar,3,jun,179,1,-1,0,no
technician,11,aug,106,3,-1,0,no
entrepreneur,14,jul,281,3,-1,0,no
retired,24,apr,384,2,-1,0,yes
blue-collar,20,apr,217,1,-1,0,no
technician,19,aug,144,4,-1,0,no
blue-collar,21,nov,374,1,-1,0,no
management,14,may,298,1,-1,0,no
management,30,jul,814,2,-1,0,yes
unemployed,28,jul,33,31,-1,0,no
management,20,nov,128,2,-1,0,no
management,5,aug,129,4,-1,0,no
management,19,aug,274,4,-1,0,no
management,17,nov,984,1,-1,0,yes
blue-collar,14,may,413,2,-1,0,no
admin.,18,may,44,1,355,3,no
management,4,feb,70,4,7,7,no
student,6,feb,463,18,-1,0,no
management,2,jun,96,2,-1,0,no
blue-collar,18,nov,276,1,195,1,no
blue-collar,16,apr,257,2,146,9,no
entrepreneur,8,aug,131,3,-1,0,no
admin.,30,apr,586,2,-1,0,no
blue-collar,31,aug,267,1,474,1,yes
technician,30,jul,29,1,-1,0,no
technician,9,jun,65,6,-1,0,no
technician,25,jul,67,3,-1,0,no
management,28,oct,190,1,82,1,no
management,13,aug,287,2,-1,0,no
admin.,17,jun,77,1,-1,0,no
blue-collar,27,may,169,1,-1,0,no
blue-collar,20,nov,25,1,-1,0,no
retired,5,nov,669,1,-1,0,yes
housemaid,28,jul,122,6,-1,0,no
technician,27,oct,269,3,541,3,yes
blue-collar,29,oct,167,1,-1,0,no
management,13,may,244,1,-1,0,no
blue-collar,30,may,99,6,-1,0,no
admin.,26,may,76,2,-1,0,no
blue-collar,14,jul,252,4,-1,0,no
management,12,mar,213,3,182,6,yes
admin.,3,jun,14,1,-1,0,no
services,28,jul,121,2,-1,0,no
management,30,may,153,1,-1,0,no
admin.,11,may,8,5,350,3,no
blue-collar,19,nov,244,1,-1,0,no
blue-collar,25,jun,67,2,-1,0,no
management,8,apr,169,1,231,2,no
management,7,aug,86,2,-1,0,no
retired,29,jul,277,2,-1,0,no
blue-collar,13,may,154,5,176,1,no
management,9,jun,135,3,-1,0,no
blue-collar,17,apr,392,1,-1,0,no
blue-collar,8,may,133,2,-1,0,no
blue-collar,2,jul,96,2,109,4,no
blue-collar,20,may,446,1,-1,0,yes
services,21,nov,20,6,175,15,no
blue-collar,7,may,291,2,-1,0,no
management,17,jun,214,8,-1,0,no
management,19,aug,159,2,-1,0,no
entrepreneur,8,aug,275,4,-1,0,no
management,8,may,128,3,-1,0,no
entrepreneur,19,nov,207,2,153,1,no
blue-collar,23,may,146,3,-1,0,no
blue-collar,5,may,22,1,-1,0,no
technician,18,may,239,2,349,3,no
admin.,23,jul,92,1,-1,0,no
blue-collar,19,may,149,4,-1,0,no
admin.,16,nov,107,2,-1,0,no
management,7,aug,71,2,-1,0,no
blue-collar,19,may,122,6,-1,0,no
admin.,18,may,16,6,368,1,no
unemployed,3,feb,251,1,-1,0,no
management,17,nov,215,3,-1,0,no
retired,17,jul,128,3,-1,0,no
technician,18,aug,445,3,-1,0,no
technician,2,mar,76,2,-1,0,no
management,9,jul,206,1,-1,0,no
management,18,nov,155,1,-1,0,no
technician,4,feb,429,1,201,1,no
blue-collar,5,jun,133,1,-1,0,no
self-employed,19,jun,474,3,95,3,yes
technician,15,may,578,1,364,1,no
management,6,may,17,3,169,2,no
technician,11,jun,74,1,-1,0,no
services,16,aug,239,3,761,1,yes
management,19,aug,275,8,-1,0,no
services,6,may,101,1,362,5,no
retired,11,feb,671,1,181,3,yes
blue-collar,19,nov,998,1,-1,0,yes
admin.,12,jun,271,1,-1,0,no
student,15,may,133,3,-1,0,no
management,4,jun,84,2,-1,0,no
technician,7,may,281,1,-1,0,no
technician,3,jun,250,1,-1,0,no
retired,30,oct,144,1,-1,0,yes
management,14,may,432,1,-1,0,no
services,9,jun,411,1,-1,0,no
self-employed,2,aug,428,2,336,6,no
admin.,22,oct,249,2,335,2,yes
admin.,19,aug,235,3,-1,0,no
management,18,sep,267,2,114,2,yes
retired,9,sep,595,1,-1,0,no
student,20,jun,28,4,-1,0,no
management,21,jul,257,2,-1,0,no
blue-collar,31,jul,630,6,-1,0,yes
blue-collar,20,may,747,5,-1,0,no
management,27,aug,87,4,-1,0,no
management,29,may,187,3,-1,0,no
blue-collar,13,may,452,2,-1,0,no
blue-collar,20,jun,36,4,-1,0,no
management,19,nov,277,1,-1,0,no
management,5,may,118,1,-1,0,no
management,20,nov,197,2,-1,0,no
blue-collar,14,apr,101,5,-1,0,no
management,2,jun,282,2,385,1,yes
management,14,may,8,6,267,4,no
admin.,17,jul,1448,7,-1,0,yes
unemployed,21,nov,344,1,-1,0,no
blue-collar,11,may,12,8,342,9,no
self-employed,6,jun,61,1,-1,0,no
blue-collar,20,may,91,6,-1,0,no
management,21,may,162,3,-1,0,no
blue-collar,21,may,339,1,-1,0,no
entrepreneur,13,may,113,2,-1,0,no
admin.,5,apr,558,1,-1,0,yes
unemployed,30,may,69,1,-1,0,no
services,13,may,541,1,295,6,no
blue-collar,21,nov,429,1,-1,0,no
technician,4,jun,135,2,-1,0,no
admin.,27,oct,96,1,111,3,no
management,20,apr,68,2,-1,0,no
blue-collar,7,may,529,2,-1,0,no
management,30,jan,650,2,-1,0,no
admin.,7,dec,69,1,185,2,no
admin.,29,jul,71,7,-1,0,no
management,12,may,30,7,-1,0,no
management,31,jul,9,19,-1,0,no
management,12,aug,331,2,-1,0,no
blue-collar,12,jun,66,1,-1,0,no
technician,20,nov,26,6,-1,0,no
blue-collar,6,may,266,3,-1,0,no
management,21,nov,168,2,-1,0,no
unemployed,4,jul,316,1,-1,0,no
retired,8,jul,1006,2,-1,0,yes
technician,19,nov,77,1,-1,0,no
student,9,may,622,1,-1,0,no
blue-collar,21,may,494,2,-1,0,no
self-employed,20,jun,269,1,-1,0,no
entrepreneur,9,apr,543,3,321,6,no
unknown,29,jul,268,6,-1,0,no
admin.,5,jun,397,1,-1,0,yes
services,21,nov,22,4,114,1,no
self-employed,3,jun,51,2,-1,0,no
student,15,sep,208,1,105,2,no
unemployed,20,nov,77,3,185,7,no
management,11,jun,450,2,-1,0,no
admin.,1,jun,201,1,-1,0,no
blue-collar,17,apr,342,3,332,1,no
blue-collar,20,aug,181,2,-1,0,no
blue-collar,13,may,294,1,-1,0,no
admin.,30,nov,123,1,186,4,no
unemployed,13,may,172,1,-1,0,no
admin.,8,may,1022,1,360,2,no
blue-collar,14,may,123,1,360,3,no
admin.,19,may,420,1,-1,0,no
blue-collar,13,apr,119,2,280,2,no
blue-collar,12,may,153,1,-1,0,no
admin.,11,may,85,2,-1,0,no
unknown,11,sep,260,3,95,3,yes
blue-collar,5,may,528,1,-1,0,no
technician,29,may,361,1,-1,0,no
services,21,nov,59,4,-1,0,no
management,19,may,86,7,-1,0,no
entrepreneur,6,feb,139,1,-1,0,no
blue-collar,8,may,219,4,-1,0,no
services,15,may,45,2,-1,0,no
technician,19,may,168,4,-1,0,no
services,30,apr,268,1,261,5,yes
entrepreneur,14,may,210,2,-1,0,no
admin.,20,may,160,1,-1,0,no
admin.,14,may,1044,2,-1,0,no
technician,9,jul,601,1,-1,0,no
management,27,may,89,1,-1,0,no
services,13,may,491,2,-1,0,no
unemployed,8,may,139,1,-1,0,no
management,3,jun,267,3,-1,0,no
management,15,jul,88,3,-1,0,no
self-employed,17,jul,134,1,-1,0,no
admin.,15,may,126,2,-1,0,no
admin.,15,may,191,1,-1,0,no
management,3,feb,267,4,270,3,no
management,20,apr,5,3,150,6,no
blue-collar,5,jun,560,2,-1,0,no
management,30,mar,138,8,-1,0,no
management,19,aug,188,4,-1,0,no
admin.,15,may,262,2,352,2,no
self-employed,19,aug,836,3,-1,0,yes
technician,29,aug,150,4,-1,0,no
services,15,may,44,2,-1,0,no
management,31,jul,11,17,-1,0,no
services,19,nov,123,1,-1,0,no
blue-collar,15,may,150,2,-1,0,no
admin.,30,jan,255,2,2,4,no
management,18,aug,92,5,-1,0,no
housemaid,4,sep,112,7,-1,0,no
self-employed,6,jun,554,1,-1,0,yes
blue-collar,13,aug,109,2,-1,0,no
technician,2,feb,781,1,-1,0,yes
management,19,oct,116,1,-1,0,no
self-employed,13,may,363,1,173,24,no
entrepreneur,7,aug,82,2,-1,0,no
self-employed,18,jul,167,3,-1,0,no
blue-collar,20,nov,220,1,190,1,no
technician,18,may,546,1,-1,0,no
student,23,jul,1124,2,-1,0,yes
blue-collar,8,may,141,1,-1,0,no
management,27,may,188,1,161,2,no
management,14,may,107,4,371,3,no
technician,17,jun,320,4,-1,0,no
blue-collar,15,apr,244,3,-1,0,no
services,22,jul,319,2,-1,0,no
blue-collar,16,jun,147,2,-1,0,no
admin.,3,mar,114,6,467,5,no
services,18,nov,400,2,-1,0,no
admin.,18,nov,79,3,-1,0,no
unemployed,6,jun,29,4,-1,0,no
blue-collar,20,nov,97,2,-1,0,no
technician,21,may,187,5,-1,0,no
technician,14,may,201,1,-1,0,no
services,2,feb,280,1,75,1,no
management,30,may,150,1,-1,0,no
retired,24,jul,129,1,-1,0,no
unemployed,14,jun,516,1,-1,0,no
blue-collar,16,jun,127,2,-1,0,no
management,17,jun,174,2,-1,0,no
admin.,29,jul,82,5,-1,0,no
technician,3,jun,1516,2,-1,0,no
admin.,16,may,204,1,-1,0,no
technician,9,may,109,1,-1,0,no
self-employed,9,jul,378,1,-1,0,no
management,27,may,152,11,-1,0,no
retired,17,feb,185,1,-1,0,yes
services,15,may,317,1,-1,0,no
services,23,may,27,1,-1,0,no
technician,20,nov,205,6,-1,0,no
blue-collar,19,nov,46,1,182,2,no
admin.,28,jan,978,2,189,1,no
self-employed,5,feb,45,5,-1,0,no
blue-collar,17,jun,145,6,-1,0,no
admin.,28,jan,138,1,-1,0,no
management,7,may,720,2,-1,0,no
blue-collar,18,jun,362,1,-1,0,no
blue-collar,18,may,90,6,-1,0,no
technician,16,may,214,1,-1,0,no
blue-collar,14,may,142,3,259,17,no
technician,29,may,241,3,-1,0,no
management,9,feb,148,6,-1,0,no
admin.,19,jun,227,6,-1,0,no
technician,21,aug,126,2,-1,0,no
blue-collar,28,may,410,1,-1,0,no
technician,29,jan,243,2,-1,0,no
management,30,may,171,2,-1,0,no
technician,15,may,147,1,-1,0,no
services,12,jun,91,1,-1,0,no
unemployed,19,nov,332,1,183,1,no
retired,25,jul,471,2,-1,0,no
management,4,may,364,1,355,1,no
management,7,may,98,1,167,2,no
entrepreneur,15,may,117,2,-1,0,no
retired,14,jul,185,4,-1,0,no
entrepreneur,15,may,59,3,367,1,no
self-employed,18,nov,147,3,-1,0,no
blue-collar,23,may,553,2,-1,0,no
management,13,aug,275,1,-1,0,no
management,6,aug,239,4,-1,0,yes
blue-collar,2,jun,402,9,-1,0,no
management,7,may,172,1,93,1,no
blue-collar,19,aug,195,2,-1,0,no
retired,9,feb,68,12,-1,0,no
management,28,jul,82,3,-1,0,no
admin.,5,jun,57,6,-1,0,no
services,13,nov,495,1,93,1,yes
self-employed,21,jul,479,1,-1,0,no
technician,29,aug,141,2,-1,0,no
management,19,aug,82,4,-1,0,no
management,10,dec,798,1,185,5,yes
services,7,jul,232,1,-1,0,no
management,26,aug,60,5,-1,0,no
technician,8,may,103,3,-1,0,no
management,8,jul,443,1,-1,0,no
blue-collar,9,may,400,2,-1,0,no
housemaid,5,jun,132,1,-1,0,no
technician,18,aug,374,16,-1,0,no
technician,25,aug,363,7,-1,0,yes
management,8,aug,111,2,-1,0,no
management,29,aug,130,4,-1,0,no
housemaid,29,jul,308,3,-1,0,no
unemployed,3,jun,116,1,-1,0,no
management,9,jul,160,2,-1,0,no
housemaid,13,may,205,3,-1,0,no
technician,12,may,185,2,-1,0,no
self-employed,20,nov,61,2,181,4,no
technician,14,aug,159,2,106,6,no
management,18,may,213,1,264,6,no
management,20,may,294,15,-1,0,no
technician,10,jul,140,3,-1,0,no
technician,28,jan,71,1,223,9,no
services,8,jul,47,7,-1,0,no
admin.,16,apr,570,2,-1,0,no
technician,14,jul,287,2,-1,0,no
services,23,oct,130,1,161,1,yes
management,14,may,201,1,345,1,no
unknown,21,nov,11,7,-1,0,no
management,4,nov,70,5,85,5,no
management,22,aug,54,2,-1,0,no
services,27,may,22,16,-1,0,no
blue-collar,30,jul,103,3,-1,0,no
admin.,6,apr,104,1,312,1,no
blue-collar,18,aug,29,2,-1,0,no
blue-collar,12,may,57,2,-1,0,no
admin.,4,jun,236,1,-1,0,no
unemployed,11,feb,528,3,-1,0,yes
admin.,31,jul,68,2,-1,0,no
retired,7,jul,876,1,-1,0,yes
entrepreneur,1,sep,76,1,-1,0,no
services,26,may,99,1,-1,0,no
technician,18,may,122,3,357,4,no
unemployed,29,jan,141,1,-1,0,no
retired,29,may,58,2,-1,0,no
management,30,mar,78,3,-1,0,no
blue-collar,3,jun,435,3,-1,0,no
admin.,15,may,123,2,364,1,no
blue-collar,28,jul,210,3,-1,0,no
housemaid,15,may,54,2,-1,0,no
management,20,may,138,4,-1,0,no
retired,29,jul,336,7,-1,0,no
retired,4,aug,249,1,-1,0,yes
technician,28,may,63,1,-1,0,no
blue-collar,5,may,257,1,-1,0,no
technician,5,aug,875,2,-1,0,yes
retired,14,may,191,2,-1,0,no
self-employed,24,feb,481,2,-1,0,yes
admin.,18,may,120,2,-1,0,no
blue-collar,13,may,207,1,-1,0,no
technician,5,jun,303,2,-1,0,no
technician,21,aug,93,2,-1,0,no
blue-collar,3,feb,128,1,-1,0,no
technician,21,aug,194,2,-1,0,no
services,30,may,408,2,-1,0,no
services,31,jul,5,3,-1,0,no
blue-collar,17,jul,231,2,-1,0,no
admin.,20,jun,20,3,-1,0,no
management,14,jan,218,3,161,9,no
technician,23,jul,36,2,-1,0,no
admin.,16,jul,136,8,-1,0,no
technician,19,nov,336,1,-1,0,no
blue-collar,8,jul,192,1,-1,0,no
housemaid,26,may,141,1,188,1,no
self-employed,17,jun,65,2,-1,0,no
management,30,jan,203,2,2,3,no
management,26,aug,104,9,-1,0,no
technician,14,may,230,1,-1,0,no
management,10,aug,71,1,-1,0,no
entrepreneur,21,may,205,2,-1,0,no
self-employed,14,may,162,1,-1,0,no
management,27,may,145,2,-1,0,no
management,3,jun,220,2,-1,0,no
blue-collar,6,may,309,3,355,4,no
entrepreneur,27,may,421,3,-1,0,no
blue-collar,8,sep,261,1,98,1,yes
management,13,aug,132,2,-1,0,no
technician,30,jul,273,1,91,1,no
management,25,nov,349,2,183,1,yes
unemployed,9,jun,291,3,-1,0,no
technician,28,jul,83,6,-1,0,no
services,20,may,793,2,-1,0,no
blue-collar,5,feb,119,1,195,8,no
services,16,may,312,1,-1,0,no
blue-collar,14,may,103,6,-1,0,no
admin.,16,jul,101,3,-1,0,no
housemaid,20,jun,48,1,-1,0,no
admin.,21,jul,228,3,-1,0,no
